title,info,location,totalprice,unitprice 
自住精装修 满两年 好楼层 房东置换 诚心出售,"理想康城国际 , | 2室2厅 | 87.45平米 | 南 | 其他 | 有电梯","中楼层(共24层)2011年建板楼  -  ,临平","250,万",单价28588元/平米
北海新上大四房，湖景房，楼层优越曾送阳光露台,"德信北海公园 , | 4室2厅 | 121.84平米 | 南 北 | 毛坯 | 有电梯","高楼层(共24层)2011年建板楼  -  ,万达广场","495,万",单价40628元/平米
贺田尚城精装自住，看房方便，可拎包入住,"贺田尚城 , | 2室2厅 | 97.29平米 | 南 | 精装 | 有电梯","中楼层(共11层)2003年建板楼  -  ,浦沿","395,万",单价40601元/平米
赞成美树 业主诚心出售 满俩年 无增值税,"赞成美树 , | 2室2厅 | 89.3平米 | 南 | 简装 | 有电梯","低楼层(共16层)2013年建板塔结合  -  ,勾庄","236,万",单价26428元/平米
南北通透，颐景园稀有一百平三房两卫户型,"三墩颐景园 , | 3室2厅 | 103.95平米 | 南 | 精装 | 有电梯","中楼层(共11层)2004年建板楼  -  ,三墩","370,万",单价35595元/平米
此房满两年有个税，南北通透，精装修,"朝晖九区 , | 2室2厅 | 58.71平米 | 南 北 | 精装 | 无电梯","中楼层(共7层)1994年建板楼  -  ,朝晖","240,万",单价40879元/平米
亲亲家园四期 主城区 地铁口 三开间朝南户型,"亲亲家园四期 , | 2室2厅 | 84平米 | 南 | 简装 | 有电梯","低楼层(共8层)2009年建板楼  -  ,三墩","290,万",单价34524元/平米
良渚文化村柳映坊三期 3室2厅 410万,"良渚文化村柳映坊三期 , | 3室2厅 | 136.2平米 | 南 北 | 精装 | 有电梯","高楼层(共6层)2014年建板楼  -  ,良渚","410,万",单价30103元/平米
满五不唯一； 配套齐全，交通便利，房东诚售,"金帝金色钱塘 , | 3室2厅 | 120.52平米 | 南 | 毛坯 | 有电梯","低楼层(共24层)2010年建板楼  -  ,萧山新城区","410,万",单价34020元/平米
西边套 全天采光 无遮挡 南北通透 户型正气,"天阳上河 , | 3室2厅 | 102.82平米 | 东南 南 西南 | 精装 | 有电梯","低楼层(共17层)2010年建板楼  -  ,桥西","495,万",单价48143元/平米
商品房 70年住宅 满两年 无增值税  精装修 适合刚需,"凯丽晶座 , | 2室2厅 | 90平米 | 南 | 精装","中楼层(共28层)2016年建塔楼  -  ,萧山开发区","270,万",单价30000元/平米
稀有B1户型，西边套采光好户型方正，房东诚心,"多蓝水岸蓝波苑 , | 3室2厅 | 116.7平米 | 南 | 精装 | 有电梯","中楼层(共11层)2007年建塔楼  -  ,沿江北","285,万",单价24422元/平米
九龙仓品牌，绿城物业，环境舒适，精装修，带车位,"九龙仓君廷 , | 3室2厅 | 85.18平米 | 南 | 精装","低楼层(共33层)2016年建板楼  -  ,塘栖","183,万",单价21484元/平米
白鹭郡东  万科物业  边套户型,"良渚文化村白鹭郡东 , | 2室2厅 | 78平米 | 南 | 精装 | 无电梯","低楼层(共6层)2008年建板楼  -  ,良渚","240,万",单价30770元/平米
保利香槟精装好房， 户型好，赠送面积20平，采光好,"保利香槟国际 , | 3室1厅 | 86平米 | 南 | 精装 | 有电梯","低楼层(共25层)2013年建板楼  -  ,申花","420,万",单价48838元/平米
绿城高品质 小区环境好 经典两房 全明户型,"绿城紫桂公寓 , | 2室2厅 | 90.87平米 | 南 | 精装","中楼层(共5层)2013年建板楼  -  ,星桥","220,万",单价24211元/平米
就一套东边套 有车位另算 采光好 沿河景观房,"亲亲家园二期 , | 3室2厅 | 125.88平米 | 南 北 | 精装 | 有电梯","中楼层(共11层)2006年建板楼  -  ,三墩","380,万",单价30188元/平米
精装修，满两年，无综合税送一车位，绿城物业，采光好,"东厦东港花苑 , | 4室2厅 | 160平米 | 南 北 | 精装 | 有电梯","高楼层(共16层)2011年建板楼  -  ,临平","296,万",单价18500元/平米
九溪玫瑰园 4室2厅 560万,"九溪玫瑰园 , | 4室2厅 | 139.07平米 | 南 | 其他","低楼层(共3层)暂无数据  -  ,之江","560,万",单价40268元/平米
闲林山水紫薇苑 精装三房 拎包入住 首付无要求 诚心售,"闲林山水紫薇苑 , | 3室2厅 | 85.7平米 | 南 | 其他 | 有电梯","低楼层(共18层)2009年建板楼  -  ,闲林","228,万",单价26605元/平米
金地149方温馨精装大四房，业主诚心卖，车位另算,"金地自在城 , | 4室2厅 | 149.78平米 | 南 | 精装 | 有电梯","低楼层(共26层)2012年建板楼  -  ,三墩","530,万",单价35386元/平米
景冉佳园 精装两房 拎包入住 南北相通 +户型方正,"景冉佳园 , | 2室2厅 | 62平米 | 南 | 精装","低楼层(共26层)2014年建板塔结合  -  ,高教园区东","200,万",单价32259元/平米
观邸国际，可看江景，户型好，采光充足，三房户型,"观邸国际 , | 3室2厅 | 109.75平米 | 南 | 精装 | 有电梯","高楼层(共33层)2008年建板塔结合  -  ,浦沿","430,万",单价39180元/平米
江南实验本部  自住30万精装修 诚心出售 看房方便！！,"江南豪园 , | 2室2厅 | 111.59平米 | 南 | 精装 | 有电梯","高楼层(共18层)2005年建板楼  -  ,滨江区政府","500,万",单价44807元/平米
清水公寓 3室2厅 全明户型 物业好 拎包入住,"清水公寓 , | 3室2厅 | 116.08平米 | 南 | 精装 | 有电梯","高楼层(共11层)2002年建塔楼  -  ,德胜","487,万",单价41954元/平米
世茂一期精装小三房，三阳台，出行方便，地铁房,"世茂江滨花园碧景湾 , | 3室2厅 | 89平米 | 南 | 精装 | 有电梯","低楼层(共33层)2009年建塔楼  -  ,沿江南","266,万",单价29888元/平米
庆隆苑小户型 经典三房 不沿街,"庆隆苑 , | 2室1厅 | 65.11平米 | 南 北 | 精装 | 有电梯","高楼层(共18层)2004年建板塔结合  -  ,和睦","260,万",单价39933元/平米
精装商品房+家具家电全送+诚心出售+随时看房随时可签,"蚕花园永和坊 , | 3室2厅 | 98.89平米 | 东 南 北 | 精装 | 有电梯","低楼层(共11层)2000年建板楼  -  ,拱宸桥","376,万",单价38023元/平米
房子户型正，大三房，三房朝南，配套齐全,"三江新村 , | 3室2厅 | 119.24平米 | 南 | 简装","中楼层(共5层)板楼  -  ,闻堰","285,万",单价23902元/平米
电梯房，三居室。新装修，采光好，中间楼层,"天苑花园 , | 3室1厅 | 89.88平米 | 南 西南 | 精装 | 有电梯","中楼层(共25层)1998年建塔楼  -  ,翠苑","345,万",单价38385元/平米
北秀蓝湾楼梯大顶越 有露台 房间格局宽敞,"北秀蓝湾花苑 , | 5室2厅 | 139.8平米 | 南 | 毛坯","高楼层(共5层)2005年建板楼  -  ,良渚","280,万",单价20029元/平米
玖龙山大户型大五房 精装修 客厅双主卧朝南带大阳台,"佳兆业玖珑山 , | 5室2厅 | 168平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2014年建板楼  -  ,转塘","580,万",单价34524元/平米
新明半岛 4室2厅 370万,"新明半岛 , | 4室2厅 | 179.33平米 | 南 | 精装 | 有电梯","中楼层(共11层)2014年建板楼  -  ,闲林","370,万",单价20633元/平米
真正的景观好房动静结合悠然自得！,"保利东湾 , | 5室1厅 | 211.62平米 | 南 | 毛坯 | 有电梯","低楼层(共34层)2010年建板楼  -  ,沿江南","460,万",单价21738元/平米
此房楼层好，采光好，配套齐全。,"美达浅草名苑 , | 5室2厅 | 205.59平米 | 南 | 其他 | 有电梯","高楼层(共13层)2006年建板楼  -  ,笕桥","576,万",单价28017元/平米
青春坊 1梯2户 2房朝南 阳光全天 新上青蓝 学籍无占用,"青春坊 , | 2室2厅 | 60.05平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,长庆","259,万",单价43131元/平米
景芳新五区 南北通透 采光好 房东诚心出售,"景芳新五区 , | 2室1厅 | 66.71平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1997年建板楼  -  ,景芳","260,万",单价38975元/平米
小区中间位置 旁边就是花园 位置好 采光佳,"山水人家诗家谷 , | 3室2厅 | 138.47平米 | 南 | 简装 | 有电梯","低楼层(共11层)2005年建板楼  -  ,文三西路","623,万",单价44992元/平米
中江花园 3室2厅 800万,"中江花园 , | 3室2厅 | 176.84平米 | 东南 | 精装 | 有电梯","高楼层(共18层)2005年建板楼  -  ,建国北路","800,万",单价45239元/平米
罗兰春天夹边套，双阳台，三房户型,"罗兰春天 , | 3室2厅 | 85.77平米 | 南 北 | 简装","低楼层(共17层)2012年建板楼  -  ,九堡","270,万",单价31480元/平米
宝善桥 朝南小户型 装修清爽 地铁口,"体育场路2-70号 , | 1室0厅 | 32.82平米 | 南 | 简装 | 无电梯","中楼层(共6层)1990年建板楼  -  ,建国北路","142,万",单价43267元/平米
梧桐公寓 少有户型  多层电梯洋房 公摊面积少 高得房,"梧桐公寓 , | 3室2厅 | 135.99平米 | 南 北 | 精装 | 有电梯","中楼层(共6层)2008年建板楼  -  ,文教","830,万",单价61034元/平米
九溪玫瑰园精装多层公寓，环境优美，三开间朝南,"九溪玫瑰园 , | 3室2厅 | 160.47平米 | 南 | 精装 | 无电梯","低楼层(共4层)板楼  -  ,之江","570,万",单价35521元/平米
3房开放商精装修 3开间朝南，带大阳台,"钱江水晶城 , | 3室2厅 | 89.36平米 | 南 北 | 精装 | 有电梯","中楼层(共34层)2011年建板楼  -  ,彩虹城","540,万",单价60430元/平米
桥西风景大院精装三房 免增有个 精装自住,"风景大院 , | 3室2厅 | 98.2平米 | 南 | 精装 | 有电梯","低楼层(共9层)2010年建板楼  -  ,桥西","550,万",单价56009元/平米
现代名苑 140.7方 配套齐全，交通便利,"现代名苑 , | 3室2厅 | 140.7平米 | 南 北 | 简装 | 有电梯","中楼层(共27层)2005年建板塔结合  -  ,和平","620,万",单价44066元/平米
金盛曼城，南北通透。采光好。通透性强,"金盛曼城 , | 2室2厅 | 88.31平米 | 南 北 | 毛坯 | 有电梯","中楼层(共11层)2010年建板楼  -  ,浦沿","330,万",单价37369元/平米
学军精装两房 双阳台  全明户型,"文二新村 , | 2室2厅 | 65.72平米 | 南 北 | 精装 | 无电梯","中楼层(共6层)1981年建板楼  -  ,学军","588,万",单价89471元/平米
三里亭东边套，电梯房，三房朝南，双卫生间，户型方正,"三里家园一区 , | 3室1厅 | 118平米 | 东南 | 简装 | 有电梯","中楼层(共16层)2006年建塔楼  -  ,三里亭","410,万",单价34746元/平米
东边套户型，随时可以交易，看房提前预约,"后珠美都雅苑 , | 2室2厅 | 89.56平米 | 南 | 简装 | 有电梯","低楼层(共16层)2008年建板楼  -  ,丁桥","225,万",单价25123元/平米
3室2厅 南北通透 可观江景 精装修可拎包入住,"三江花园 , | 3室2厅 | 139平米 | 南 | 精装 | 有电梯","低楼层(共18层)2007年建板楼  -  ,闻堰","330,万",单价23742元/平米
满二少税 采光好 绿城物业 地铁口800米来自百度地图,"梧桐燕庐 , | 3室1厅 | 89平米 | 南 西 | 精装 | 有电梯","中楼层(共18层)2013年建板楼  -  ,转塘","335,万",单价37641元/平米
二期大阳台 前后三个阳台 一线江景,"绿城西子郁金香岸 , | 3室2厅 | 138.13平米 | 南 北 | 精装 | 有电梯","高楼层(共16层)2009年建板楼  -  ,闻堰","415,万",单价30045元/平米
精装修温馨小三房，楼层较高，采光充足，后观山景,"坤和和家园 , | 3室1厅 | 88.8平米 | 南 北 | 精装 | 有电梯","中楼层(共10层)2014年建板楼  -  ,西溪","410,万",单价46172元/平米
东边套大三房，送50多平地下储藏室，附带2个花园,"红苹果家园 , | 3室2厅 | 112.74平米 | 南 北 | 精装 | 有电梯","低楼层(共18层)2009年建板楼  -  ,九堡","335,万",单价29715元/平米
带车位带储藏室，带100方花园，满两年，精装修！,"良渚文化村白鹭郡北 , | 3室2厅 | 146平米 | 南 | 精装 | 无电梯","低楼层(共5层)2006年建板楼  -  ,良渚","460,万",单价31507元/平米
老城区好房，交通便利，楼层佳户型好,"顺昌花园 , | 3室2厅 | 100.39平米 | 南 | 精装 | 无电梯","中楼层(共7层)2000年建板楼  -  ,临平","200,万",单价19923元/平米
万宝城 2室1厅 78万,"万宝城 , | 2室1厅 | 39.22平米 | 西 | 精装 | 有电梯","高楼层(共23层)2016年建板楼  -  ,临平","78,万",单价19888元/平米
紫金庭园 多层三楼西边套 不沿马路 精装修,"紫金庭园 , | 3室2厅 | 108.81平米 | 南 北 | 精装","中楼层(共5层)2005年建板楼  -  ,文三西路","530,万",单价48709元/平米
滨江品质 小区配室内外泳池 花园式小区，居住舒心,"滨江曙光之城 , | 2室2厅 | 89平米 | 南 | 精装 | 有电梯","低楼层(共15层)2011年建塔楼  -  ,火车东站","410,万",单价46068元/平米
采荷街道青荷苑 2室1厅 295万,"采荷街道青荷苑 , | 2室1厅 | 55平米 | 南 北 | 其他 | 无电梯","中楼层(共6层)1992年建板楼  -  ,采荷","295,万",单价53637元/平米
德胜经典户型，总价低，采光棒！！欢迎来约！！,"德胜新村 , | 2室1厅 | 49.22平米 | 南 | 其他 | 无电梯","高楼层(共6层)1989年建板楼  -  ,德胜","184,万",单价37384元/平米
精装修，带车位，满2年，视野开阔！,"竹海水韵 , | 3室2厅 | 87.7平米 | 南 北 | 其他","中楼层(共16层)2015年建板楼  -  ,闲林","240,万",单价27367元/平米
星桥王家堰  产证齐全  房东诚心出售,"王家堰40号 , | 2室2厅 | 70.38平米 | 南 | 其他","中楼层(共5层)暂无数据  -  ,星桥","112,万",单价15914元/平米
宋都东郡国际 3室2厅 230万,"宋都东郡国际 , | 3室2厅 | 87.62平米 | 西南 北 | 简装","中楼层(共33层)2016年建板楼  -  ,大学城北","230,万",单价26250元/平米
中等装修 大关经典两房户型 诚心出售,"大关东五苑 , | 2室1厅 | 61.24平米 | 南 | 简装 | 无电梯","中楼层(共6层)1996年建板楼  -  ,大关","240,万",单价39191元/平米
亲亲家园幸福里 主城区 精装修 三开间朝南 采光佳,"亲亲家园四期 , | 2室2厅 | 83.71平米 | 南 北 | 精装 | 有电梯","中楼层(共8层)2009年建板楼  -  ,三墩","310,万",单价37033元/平米
紫金港湾 2室1厅 360万,"紫金港湾 , | 2室1厅 | 95.67平米 | 南 | 其他 | 有电梯","低楼层(共17层)2007年建板楼  -  ,三墩","360,万",单价37630元/平米
精装修，适宜居住，生活配套齐全，出行便利，无综合税,"逸品明珠花苑 , | 3室2厅 | 134.71平米 | 南 | 精装","低楼层(共18层)2017年建板楼  -  ,临平","350,万",单价25982元/平米
皇亲苑 2室1厅 310万,"皇亲苑 , | 2室1厅 | 51.9平米 | 南 | 其他 | 无电梯","中楼层(共8层)1998年建板楼  -  ,天水","310,万",单价59731元/平米
溪畔花园 3室1厅 516万,"溪畔花园 , | 3室1厅 | 85.78平米 | 南 北 | 简装 | 无电梯","中楼层(共5层)2000年建板楼  -  ,文教","516,万",单价60154元/平米
金都夏宫 2室1厅 185万,"金都夏宫 , | 2室1厅 | 66.5平米 | 南 | 精装","高楼层(共15层)2012年建板楼  -  ,临平","185,万",单价27820元/平米
风景蝶院留园 1室1厅 250万,"风景蝶院留园 , | 1室1厅 | 55.21平米 | 南 | 精装 | 有电梯","高楼层(共20层)2011年建板楼  -  ,白马湖","250,万",单价45282元/平米
体育场路 1楼带院子 破墙开店 可自住和做生意,"体育场路2-70号 , | 1室1厅 | 42.62平米 | 南 北 | 简装 | 无电梯","低楼层(共6层)1990年建板楼  -  ,建国北路","250,万",单价58658元/平米
高教新村 小区好位置 户型好 采光充足  诚心出售,"高教新村 , | 2室2厅 | 74.8平米 | 南 | 简装 | 无电梯","高楼层(共7层)2000年建板楼  -  ,文一西路","370,万",单价49466元/平米
沿河夹边套 前方无遮挡 随时可看,"万家星城 , | 3室2厅 | 88.29平米 | 南 | 简装 | 有电梯","低楼层(共20层)2010年建板塔结合  -  ,三塘","395,万",单价44739元/平米
保利霞飞郡 3室1厅 380万,"保利霞飞郡 , | 3室1厅 | 89.35平米 | 南 | 精装 | 有电梯","低楼层(共27层)2013年建板楼  -  ,萧山新城区","380,万",单价42530元/平米
天城府，次新房，开发商精装，品质小区，配套成熟,"天城府 , | 3室2厅 | 85.81平米 | 南 | 精装","高楼层(共16层)2017年建板楼  -  ,火车东站","345,万",单价40206元/平米
罗兰经典80多方户型，两房朝南，朝北多一个书房,"罗兰春天 , | 2室2厅 | 88.16平米 | 南 | 精装 | 有电梯","低楼层(共17层)2012年建板楼  -  ,九堡","268,万",单价30400元/平米
精致两房户型 双开间朝南双阳台 采光充足,"华盛达阅城 , | 2室2厅 | 84.31平米 | 南 | 简装 | 有电梯","高楼层(共25层)2013年建板楼  -  ,万达广场","320,万",单价37956元/平米
纯住宅两室，南北通透，单价低，采光好，诚心卖,"华远大厦 , | 2室2厅 | 87平米 | 南 北 | 简装 | 有电梯","中楼层(共18层)1999年建板楼  -  ,古荡","280,万",单价32184元/平米
华元蒙卡岸  大三房  精装修户型,"华元蒙卡岸 , | 3室2厅 | 125.54平米 | 南 北 | 精装 | 有电梯","高楼层(共13层)2012年建板楼  -  ,翡翠城","365,万",单价29075元/平米
景芳新五区好房推荐，装修清爽干净，诚心出售,"景芳新五区 , | 2室1厅 | 55.58平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)2000年建板楼  -  ,景芳","220,万",单价39583元/平米
"东边套，环境优美，看房方便,户型方正","海棠公寓 , | 3室2厅 | 123.24平米 | 南 | 简装 | 有电梯","低楼层(共16层)2011年建板楼  -  ,九堡","405,万",单价32863元/平米
地铁口200米 边套精装修中间楼层，有钥匙随时看房,"闻皇庙社区 , | 2室1厅 | 55.49平米 | 南 | 简装 | 无电梯","高楼层(共6层)1991年建板楼  -  ,三里亭","221,万",单价39827元/平米
华星公寓，精装三居室，东边套，诚心出售看房方便,"华星公寓 , | 3室1厅 | 88.78平米 | 南 | 精装 | 无电梯","低楼层(共6层)1995年建板楼  -  ,翠苑","380,万",单价42803元/平米
复兴东苑 两房朝南 有钥匙随时看房 采光充足 业主诚售,"复兴东苑 , | 2室1厅 | 57.35平米 | 南 | 简装 | 无电梯","高楼层(共6层)1998年建板楼  -  ,复兴","250,万",单价43592元/平米
竹海水韵 3室2厅 235万,"竹海水韵 , | 3室2厅 | 86.25平米 | 南 北 | 精装 | 有电梯","低楼层(共18层)2015年建板楼  -  ,闲林","235,万",单价27247元/平米
和家园精装修三房满二年送车位送家具家电,"坤和和家园 , | 3室2厅 | 140.42平米 | 南 北 | 精装 | 有电梯","中楼层(共13层)2011年建板楼  -  ,西溪","635,万",单价45222元/平米
翰林花园，一梯两户，楼层9楼，带车位。,"翰林花园 , | 3室2厅 | 120.62平米 | 南 | 简装 | 有电梯","高楼层(共11层)2002年建板楼  -  ,潮鸣","651,万",单价53972元/平米
万科户型方正，精装三房欧式家具家电全送刚需之选,"良渚文化村七贤郡 , | 3室2厅 | 88.21平米 | 南 | 精装 | 有电梯","低楼层(共9层)2014年建板塔结合  -  ,良渚","240,万",单价27208元/平米
中兴和园 3室2厅 385万,"中兴和园 , | 3室2厅 | 136.68平米 | 南 北 | 简装 | 有电梯","中楼层(共18层)2009年建板楼  -  ,彩虹城","385,万",单价28168元/平米
西溪华府 户型好 楼层佳 精装修 东边套,"中海西溪华府 , | 3室2厅 | 139.04平米 | 南 北 | 精装 | 有电梯","中楼层(共11层)2013年建板楼  -  ,西溪","750,万",单价53942元/平米
五常板块自住精装修，看房方便，诚心出售，绿城品质。,"润和西溪郡 , | 3室2厅 | 88平米 | 南 | 精装 | 有电梯","低楼层(共18层)2013年建板楼  -  ,闲林","246,万",单价27955元/平米
中兴公寓精装两房全明西边套可以改三房，满五年唯一,"中兴公寓 , | 2室2厅 | 74.87平米 | 南 北 | 其他 | 无电梯","高楼层(共7层)1998年建板楼  -  ,文三西路","330,万",单价44077元/平米
风景蝶院留园 2室2厅 355万,"风景蝶院留园 , | 2室2厅 | 87.8平米 | 南 北 | 简装 | 有电梯","高楼层(共20层)2011年建板楼  -  ,白马湖","355,万",单价40433元/平米
董家弄原拆原建2010年的房龄，东边套，南北通，格局好,"董家弄 , | 2室1厅 | 50.44平米 | 南 北 | 精装 | 无电梯","中楼层(共5层)2000年建板楼  -  ,信义坊","220,万",单价43617元/平米
华苑公寓 2室2厅 415万,"华苑公寓 , | 2室2厅 | 67.5平米 | 南 | 简装 | 无电梯","高楼层(共6层)2000年建板楼  -  ,文一西路","415,万",单价61482元/平米
自住精装修，满两年，边套户型，次新小区，阿里网易旁,"铂金名筑 , | 3室1厅 | 88.88平米 | 西南 | 精装 | 有电梯","高楼层(共12层)2015年建板楼  -  ,长河","410,万",单价46130元/平米
爵士风情小户型满五唯一，南北通透，户型方正,"爵士风情花园 , | 2室2厅 | 84.48平米 | 南 北 | 其他 | 无电梯","中楼层(共6层)2008年建板楼  -  ,闲林","205,万",单价24267元/平米
奇景家苑 2室2厅 230万,"奇景家苑 , | 2室2厅 | 84.14平米 | 南 | 精装","中楼层(共4层)2015年建板塔结合  -  ,义桥","230,万",单价27336元/平米
西湖文化广场地段三卧朝南运河景观房,"滨河公寓 , | 3室2厅 | 116.71平米 | 南 | 精装 | 有电梯","中楼层(共19层)2003年建板楼  -  ,流水苑","585,万",单价50125元/平米
地铁2号线 锦园 2房朝南 宝善 浙一 红会医院 楼层好,"锦园小区 , | 2室1厅 | 49.5平米 | 南 | 其他 | 无电梯","低楼层(共7层)1994年建板楼  -  ,建国北路","222,万",单价44849元/平米
绿城品质。东边套，满二年，楼层好，优房,"西溪诚园正信苑 , | 3室2厅 | 161.87平米 | 南 北 | 精装 | 有电梯","高楼层(共13层)2013年建板楼  -  ,西溪","1250,万",单价77223元/平米
安吉路 两房 低总价 低楼层 满五唯一,"武林路 , | 2室1厅 | 52.5平米 | 南 北 | 其他 | 无电梯","低楼层(共7层)1988年建板楼  -  ,武林","285,万",单价54286元/平米
时尚清爽装修，开放式大厨房，户型方正，带车位！。,"竹海水韵 , | 3室2厅 | 88.21平米 | 南 | 其他 | 有电梯","中楼层(共16层)2015年建板楼  -  ,闲林","250,万",单价28342元/平米
此房名下满五年唯一住房，三开间朝南，东边套。,"中大凤栖花园 , | 3室2厅 | 131.17平米 | 南 | 精装 | 无电梯","低楼层(共7层)2003年建板楼  -  ,潮鸣","750,万",单价57178元/平米
西溪蝶园二期 2室1厅 380万,"西溪蝶园二期 , | 2室1厅 | 68.83平米 | 南 | 精装 | 有电梯","中楼层(共11层)2012年建板塔结合  -  ,西溪","380,万",单价55209元/平米
五区电梯房，清爽装修，中间楼层，看房方便，很诚心卖,"翠苑五区 , | 2室1厅 | 65.32平米 | 东南 | 简装 | 有电梯","中楼层(共18层)1998年建板楼  -  ,翠苑","272,万",单价41642元/平米
坤和西溪里 3室2厅 650万,"坤和西溪里 , | 3室2厅 | 121.91平米 | 南 西 北 | 精装 | 有电梯","中楼层(共15层)2011年建板楼  -  ,西溪","650,万",单价53319元/平米
荣安望江南 2室2厅 510万,"荣安望江南 , | 2室2厅 | 86.38平米 | 南 | 精装 | 有电梯","低楼层(共25层)2013年建板楼  -  ,滨江区政府","510,万",单价59042元/平米
永康苑房龄新，采光充足，视野开阔,"永康苑 , | 2室2厅 | 89.98平米 | 南 北 | 精装","高楼层(共7层)2000年建板楼  -  ,建国北路","415,万",单价46122元/平米
精装修，带车位，满2年，视野开阔！,"竹海水韵 , | 3室2厅 | 87.7平米 | 南 北 | 其他","中楼层(共16层)2015年建板楼  -  ,闲林","240,万",单价27367元/平米
星桥王家堰  产证齐全  房东诚心出售,"王家堰40号 , | 2室2厅 | 70.38平米 | 南 | 其他","中楼层(共5层)暂无数据  -  ,星桥","112,万",单价15914元/平米
宋都东郡国际 3室2厅 230万,"宋都东郡国际 , | 3室2厅 | 87.62平米 | 西南 北 | 简装","中楼层(共33层)2016年建板楼  -  ,大学城北","230,万",单价26250元/平米
中等装修 大关经典两房户型 诚心出售,"大关东五苑 , | 2室1厅 | 61.24平米 | 南 | 简装 | 无电梯","中楼层(共6层)1996年建板楼  -  ,大关","240,万",单价39191元/平米
亲亲家园幸福里 主城区 精装修 三开间朝南 采光佳,"亲亲家园四期 , | 2室2厅 | 83.71平米 | 南 北 | 精装 | 有电梯","中楼层(共8层)2009年建板楼  -  ,三墩","310,万",单价37033元/平米
广宇鼎悦府 4室2厅 420万,"广宇鼎悦府 , | 4室2厅 | 134.58平米 | 南 | 毛坯 | 有电梯","高楼层(共28层)板塔结合  -  ,临平","420,万",单价31209元/平米
商品房，不临街，上塘河景，户型方正，小区人车分流,"现代名苑 , | 3室1厅 | 153.6平米 | 南 | 精装 | 有电梯","高楼层(共10层)2005年建板楼  -  ,和平","820,万",单价53386元/平米
仙林苑 2室1厅 350万,"仙林苑 , | 2室1厅 | 59.08平米 | 南 西 北 | 其他 | 无电梯","中楼层(共7层)2002年建板楼  -  ,众安桥","350,万",单价59242元/平米
精装修，带车位，拎包入住，可上学。,"广宇西城年华 , | 3室2厅 | 137.78平米 | 南 | 精装 | 有电梯","高楼层(共25层)2007年建板塔结合  -  ,申花","680,万",单价49355元/平米
复地连城国际 2室2厅 235万,"复地连城国际 , | 2室2厅 | 84.72平米 | 南 北 | 其他 | 有电梯","低楼层(共16层)2011年建板楼  -  ,乔司","235,万",单价27739元/平米
嘉南公寓青藤居 2室2厅 495万,"嘉南公寓青藤居 , | 2室2厅 | 76.07平米 | 南 | 精装 | 无电梯","低楼层(共7层)2003年建板楼  -  ,文一西路","495,万",单价65072元/平米
保利东湾 2室2厅 253万,"保利东湾 , | 2室2厅 | 89平米 | 南 | 其他 | 有电梯","高楼层(共32层)2010年建板楼  -  ,沿江南","253,万",单价28427元/平米
次新小区满两年无增值税，全明户型，采光不错,"白马尊邸 , | 2室2厅 | 84.76平米 | 南 北 | 简装 | 有电梯","高楼层(共18层)2009年建板楼  -  ,三墩","305,万",单价35984元/平米
精装+拎包入住+中间楼层+读书好房+采光好+诚售,"采荷小区洁莲邨 , | 2室0厅 | 46.36平米 | 南 | 精装 | 无电梯","高楼层(共6层)1988年建板楼  -  ,采荷","253,万",单价54573元/平米
亿丰蔚蓝郡 4室2厅 350万,"亿丰蔚蓝郡 , | 4室2厅 | 131.57平米 | 南 北 | 毛坯 | 有电梯","低楼层(共18层)2012年建板楼  -  ,良渚","350,万",单价26602元/平米
艮园社区 2室2厅 305万,"艮园社区 , | 2室2厅 | 68.6平米 | 南 | 精装 | 无电梯","低楼层(共7层)1992年建板楼  -  ,建国北路","305,万",单价44461元/平米
为你而选为你而家 中间楼层精装修,"景芳新五区 , | 2室1厅 | 58.5平米 | 南 | 精装 | 无电梯","低楼层(共7层)2000年建板楼  -  ,景芳","280,万",单价47864元/平米
凯德视界 2室2厅 408万,"凯德视界 , | 2室2厅 | 87.79平米 | 南 | 其他 | 有电梯","低楼层(共20层)2009年建塔楼  -  ,桥西","408,万",单价46475元/平米
伊萨卡国际城绮风园 2室1厅 235万,"伊萨卡国际城绮风园 , | 2室1厅 | 82.22平米 | 南 | 其他 | 有电梯","高楼层(共17层)2008年建板楼  -  ,沿江北","235,万",单价28582元/平米
西溪华东园 4室2厅 440万,"西溪华东园 , | 4室2厅 | 139平米 | 南 北 | 其他 | 有电梯","中楼层(共14层)2014年建板楼  -  ,翡翠城","440,万",单价31655元/平米
中兴和园 1室1厅 190万,"中兴和园 , | 1室1厅 | 50.56平米 | 南 西南 | 精装 | 有电梯","低楼层(共18层)2009年建板楼  -  ,彩虹城","190,万",单价37580元/平米
名校读书，展望未来，此房户型好，西边套，大四房,"中大文锦苑 , | 4室2厅 | 136.82平米 | 南 北 | 简装 | 有电梯","低楼层(共11层)2001年建板楼  -  ,学军","1048,万",单价76597元/平米
新加坡开发商，精装交付，位于运河之畔！,"凯德龙湾 , | 4室2厅 | 203平米 | 南 | 精装 | 有电梯","中楼层(共14层)2014年建塔楼  -  ,桥西","1150,万",单价56651元/平米
