title,info,price,dprice 
奥迪 A6L 2018款 2.0T 自动 35TFSI30周年时尚型,"2017年,｜,0.8万公里","
                36.98
                                                万
                ","
                                            首付11.81万
                                                    月供8831元
                                             
                                    "
荣威 350 2010款 1.5 自动 C讯逸版,"2011年,｜,8.5万公里","
                4.58
                                                万
                ","
                                            首付1.46万
                                                    月供1094元
                                             
                                    "
英菲尼迪 QX50 2013款 2.5 自动 优雅版后驱,"2014年,｜,8.5万公里","
                24.80
                                                万
                ","
                                            首付7.92万
                                                    月供5923元
                                             
                                    "
起亚 福瑞迪 2011款 1.6 自动 GL,"2011年,｜,5.2万公里","
                5.50
                                                万
                ","
                                            首付1.76万
                                                    月供1313元
                                             
                                    "
海马 S7 2013款 2.0 自动 智享版,"2013年,｜,4.6万公里","
                6.50
                                                万
                ","
                                            首付2.08万
                                                    月供1552元
                                             
                                    "
马自达 马3昂克赛拉三厢 2014款 1.5 自动 豪华型,"2014年,｜,4.3万公里","
                10.30
                                                万
                ","
                                            首付3.29万
                                                    月供2460元
                                             
                                    "
荣威 350 2015款 1.5 手动 豪华天窗版,"2015年,｜,2.8万公里","
                5.88
                                                万
                ","
                                            首付1.88万
                                                    月供1404元
                                             
                                    "
东风风神 风神A60 2016款 1.5 手动 豪华型,"2016年,｜,4.1万公里","
                5.60
                                                万
                ","
                                            首付1.79万
                                                    月供1337元
                                             
                                    "
奥迪 A5掀背 2013款 2.0T 自动 40TFSI,"2013年,｜,8.0万公里","
                26.88
                                                万
                ","
                                            首付8.59万
                                                    月供6419元
                                             
                                    "
保时捷 Cayenne 2011款 3.0T 自动,"2011年,｜,5.0万公里","
                50.80
                                                万
                ","
                                            首付16.23万
                                                    月供12132元
                                             
                                    "
雪佛兰 科鲁兹三厢 2015款 1.4T 自动 豪华版,"2015年,｜,5.1万公里","
                8.80
                                                万
                ","
                                            首付2.81万
                                                    月供2102元
                                             
                                    "
日产 天籁 2009款 2.5 自动 公爵XV-VIP尊享版,"2011年,｜,9.3万公里","
                10.30
                                                万
                ","
                                            首付3.29万
                                                    月供2460元
                                             
                                    "
丰田 威驰 2014款 1.5 自动 智享版,"2014年,｜,9.1万公里","
                7.20
                                                万
                ","
                                            首付2.30万
                                                    月供1719元
                                             
                                    "
大众 POLO两厢 2011款 1.6 自动 致酷版,"2011年,｜,10.8万公里","
                4.98
                                                万
                ","
                                            首付1.59万
                                                    月供1189元
                                             
                                    "
别克 英朗三厢 2015款 1.5 自动 15N精英型,"2015年,｜,4.2万公里","
                8.68
                                                万
                ","
                                            首付2.77万
                                                    月供2073元
                                             
                                    "
丰田 普拉多 2016款 2.7 自动 标准型,"2017年,｜,0.8万公里","
                41.88
                                                万
                ","
                                            首付13.38万
                                                    月供10001元
                                             
                                    "
MINI MINI 2014款 1.5T 自动 COOPER Fun,"2016年,｜,0.7万公里","
                19.50
                                                万
                ","
                                            首付6.23万
                                                    月供4657元
                                             
                                    "
起亚 K5 2012款 2.0 自动 DLX十周年特别版,"2012年,｜,4.3万公里","
                9.88
                                                万
                ","
                                            首付3.16万
                                                    月供2359元
                                             
                                    "
福特 锐界 2012款 2.0T 自动 精锐天窗版前驱,"2015年,｜,6.1万公里","
                21.80
                                                万
                ","
                                            首付6.96万
                                                    月供5206元
                                             
                                    "
奥迪 Q3 2015款 2.0T 自动 35TFSI进取型前驱,"2015年,｜,5.3万公里","
                20.68
                                                万
                ","
                                            首付6.61万
                                                    月供4939元
                                             
                                    "
大众 CC 2016款 1.8T 自动 尊贵型,"2016年,｜,3.2万公里","
                21.88
                                                万
                ","
                                            首付6.99万
                                                    月供5225元
                                             
                                    "
丰田 皇冠 2015款 2.0T 自动 时尚版,"2017年,｜,3.1万公里","
                27.98
                                                万
                ","
                                            首付8.94万
                                                    月供6682元
                                             
                                    "
丰田 锐志 2012款 2.5 自动 V风度菁英炫装版,"2013年,｜,8.9万公里","
                11.80
                                                万
                ","
                                            首付3.77万
                                                    月供2818元
                                             
                                    "
大众 高尔夫 2011款 1.4T 自动 舒适型,"2011年,｜,8.8万公里","
                7.80
                                                万
                ","
                                            首付2.49万
                                                    月供1863元
                                             
                                    "
本田 CR-V 2013款 2.4 自动 VTi豪华型四驱,"2014年,｜,8.2万公里","
                15.88
                                                万
                ","
                                            首付5.07万
                                                    月供3792元
                                             
                                    "
smart ForTwo 2012款 1.0 自动 硬顶标准版,"2015年,｜,1.9万公里","
                8.48
                                                万
                ","
                                            首付2.71万
                                                    月供2025元
                                             
                                    "
长城 C30 2016款 1.5 手动 豪华型,"2016年,｜,1.6万公里","
                5.30
                                                万
                ","
                                            首付1.69万
                                                    月供1266元
                                             
                                    "
本田 艾力绅 2012款 2.4 自动 尊贵版,"2015年,｜,5.1万公里","
                21.38
                                                万
                ","
                                            首付6.83万
                                                    月供5106元
                                             
                                    "
丰田 凯美瑞 2015款 2.0 自动 G领先版,"2015年,｜,6.5万公里","
                15.80
                                                万
                ","
                                            首付5.05万
                                                    月供3773元
                                             
                                    "
奔腾 X80 2013款 2.0 自动 豪华型,"2014年,｜,11.5万公里","
                8.30
                                                万
                ","
                                            首付2.65万
                                                    月供1982元
                                             
                                    "
大众 高尔夫GTI 2010款 2.0T 自动 ,"2011年,｜,6.9万公里","
                12.00
                                                万
                ","
                                            首付3.83万
                                                    月供2866元
                                             
                                    "
宝马 Z4敞篷车 2012款 2.0T 自动 20i硬顶领先版,"2012年,｜,8.0万公里","
                27.50
                                                万
                ","
                                            首付8.78万
                                                    月供6567元
                                             
                                    "
吉利汽车 博瑞 2015款 1.8T 自动 舒适型,"2016年,｜,9.8万公里","
                9.50
                                                万
                ","
                                            首付3.03万
                                                    月供2269元
                                             
                                    "
保时捷 Boxster 2011款 2.9 自动 Black Edition,"2011年,｜,6.8万公里","
                34.50
                                                万
                ","
                                            首付11.02万
                                                    月供8239元
                                             
                                    "
福特 嘉年华三厢 2013款 1.5 自动 时尚型,"2014年,｜,4.7万公里","
                5.58
                                                万
                ","
                                            首付1.78万
                                                    月供1333元
                                             
                                    "
现代 瑞纳三厢 2010款 1.4 自动 GT时尚型,"2012年,｜,6.3万公里","
                5.00
                                                万
                ","
                                            首付1.60万
                                                    月供1194元
                                             
                                    "
本田 雅阁 2011款 2.4 自动 EX,"2013年,｜,5.2万公里","
                12.58
                                                万
                ","
                                            首付4.02万
                                                    月供3004元
                                             
                                    "
宝马 5系 2014款 2.0T 自动 520Li典雅型,"2015年,｜,4.1万公里","
                33.28
                                                万
                ","
                                            首付10.63万
                                                    月供7948元
                                             
                                    "
铃木 雨燕 2013款 1.5 自动 标准型,"2014年,｜,3.7万公里","
                5.70
                                                万
                ","
                                            首付1.82万
                                                    月供1361元
                                             
                                    "
起亚 佳乐 2011款 2.0 自动 标准版7座,"2011年,｜,11.3万公里","
                6.30
                                                万
                ","
                                            首付2.01万
                                                    月供1504元
                                             
                                    "
大众 凌渡 2015款 1.4T 自动 230TSI风尚版,"2016年,｜,3.2万公里","
                12.80
                                                万
                ","
                                            首付4.09万
                                                    月供3057元
                                             
                                    "
奔驰 B级 2015款 1.6T 自动 B200时尚型,"2016年,｜,1.7万公里","
                18.80
                                                万
                ","
                                            首付6.01万
                                                    月供4490元
                                             
                                    "
本田 CR-V 2012款 2.4 自动 VTi豪华型四驱,"2013年,｜,4.4万公里","
                16.50
                                                万
                ","
                                            首付5.27万
                                                    月供3940元
                                             
                                    "
大众 CC 2013款 2.0T 自动 至尊型,"2013年,｜,7.0万公里","
                18.80
                                                万
                ","
                                            首付6.01万
                                                    月供4490元
                                             
                                    "
丰田 普拉多 2016款 2.7 自动 标准型,"2017年,｜,1.3万公里","
                41.50
                                                万
                ","
                                            首付13.26万
                                                    月供9911元
                                             
                                    "
奔驰 C级 2015款 2.0T 自动 C200L 改款,"2015年,｜,5.1万公里","
                35.00
                                                万
                ","
                                            首付11.18万
                                                    月供8358元
                                             
                                    "
Jeep 自由客 2014款 2.0 自动 运动增强版前驱,"2014年,｜,2.3万公里","
                14.80
                                                万
                ","
                                            首付4.73万
                                                    月供3534元
                                             
                                    "
大众 POLO两厢 2013款 1.6 自动 舒适版,"2014年,｜,5.5万公里","
                7.80
                                                万
                ","
                                            首付2.49万
                                                    月供1863元
                                             
                                    "
福特 福克斯三厢 2012款 1.6 自动 风尚型,"2015年,｜,2.3万公里","
                8.60
                                                万
                ","
                                            首付2.75万
                                                    月供2054元
                                             
                                    "
奥迪 Q5 2011款 2.0T 自动 TFSI豪华型,"2011年,｜,8.2万公里","
                22.80
                                                万
                ","
                                            首付7.28万
                                                    月供5445元
                                             
                                    "
标致 207两厢 2011款 1.4 手动 驭乐版,"2014年,｜,3.6万公里","
                3.60
                                                万
                ","
                                            首付1.15万
                                                    月供860元
                                             
                                    "
开瑞 K50 2015款 1.5 手动 豪华型,"2016年,｜,1.4万公里","
                4.00
                                                万
                ","
                                            首付1.28万
                                                    月供955元
                                             
                                    "
现代 索纳塔 2015款 1.6T 自动 GLS智能型,"2015年,｜,5.1万公里","
                14.50
                                                万
                ","
                                            首付4.63万
                                                    月供3463元
                                             
                                    "
本田 杰德 2014款 1.8 自动 舒适精英版5座,"2015年,｜,1.7万公里","
                13.45
                                                万
                ","
                                            首付4.30万
                                                    月供3212元
                                             
                                    "
凯迪拉克 XT5 2016款 2.0T 自动 25T豪华型前驱,"2017年,｜,3.1万公里","
                32.50
                                                万
                ","
                                            首付10.38万
                                                    月供7761元
                                             
                                    "
日产 奇骏 2014款 2.0 自动 XL舒适版前驱,"2014年,｜,4.6万公里","
                17.80
                                                万
                ","
                                            首付5.69万
                                                    月供4251元
                                             
                                    "
起亚 福瑞迪 2011款 1.6 自动 premium,"2011年,｜,7.3万公里","
                5.20
                                                万
                ","
                                            首付1.66万
                                                    月供1242元
                                             
                                    "
大众 POLO两厢 2014款 1.6 自动 舒适版,"2014年,｜,7.4万公里","
                6.58
                                                万
                ","
                                            首付2.10万
                                                    月供1571元
                                             
                                    "
日产 天籁 2011款 2.5 自动 XL荣耀版,"2012年,｜,8.8万公里","
                10.88
                                                万
                ","
                                            首付3.48万
                                                    月供2598元
                                             
                                    "
本田 锋范 2012款 1.5 手动 精英型,"2013年,｜,5.3万公里","
                4.90
                                                万
                ","
                                            首付1.57万
                                                    月供1170元
                                             
                                    "
日产 骐达 2014款 1.6 自动 舒适型,"2016年,｜,4.2万公里","
                8.80
                                                万
                ","
                                            首付2.81万
                                                    月供2102元
                                             
                                    "
哈弗 哈弗H6 Coupe 2017款 2.0T 自动 红标精英型前驱,"2017年,｜,0.3万公里","
                13.80
                                                万
                ","
                                            首付4.41万
                                                    月供3296元
                                             
                                    "
大众 POLO两厢 2011款 1.4 自动 致酷版,"2011年,｜,5.6万公里","
                5.40
                                                万
                ","
                                            首付1.72万
                                                    月供1290元
                                             
                                    "
起亚 K3 2013款 1.6 手动 GL,"2014年,｜,6.2万公里","
                6.50
                                                万
                ","
                                            首付2.08万
                                                    月供1552元
                                             
                                    "
奔驰 唯雅诺 2013款 3.0 自动 领航版,"2016年,｜,5.9万公里","
                35.80
                                                万
                ","
                                            首付11.43万
                                                    月供8550元
                                             
                                    "
别克 GL8 2011款 2.4 自动 LT行政型,"2011年,｜,17.0万公里","
                11.20
                                                万
                ","
                                            首付3.58万
                                                    月供2675元
                                             
                                    "
别克 GL8 2013款 2.4 自动 行政版,"2013年,｜,9.9万公里","
                12.10
                                                万
                ","
                                            首付3.86万
                                                    月供2890元
                                             
                                    "
现代 胜达 2013款 2.0T 自动 顶级型四驱 改款,"2013年,｜,4.4万公里","
                14.80
                                                万
                ","
                                            首付4.73万
                                                    月供3534元
                                             
                                    "
丰田 卡罗拉 2014款 1.6 手动 GL,"2015年,｜,3.9万公里","
                7.60
                                                万
                ","
                                            首付2.43万
                                                    月供1815元
                                             
                                    "
本田 歌诗图 2012款 2.4 自动 豪华版,"2013年,｜,9.8万公里","
                15.50
                                                万
                ","
                                            首付4.95万
                                                    月供3702元
                                             
                                    "
丰田 普拉多 2016款 2.7 自动 标准型,"2017年,｜,1.4万公里","
                41.50
                                                万
                ","
                                            首付13.26万
                                                    月供9911元
                                             
                                    "
现代 名图 2017款 1.6T 自动 智能型GLS,"2017年,｜,1.9万公里","
                12.68
                                                万
                ","
                                            首付4.05万
                                                    月供3028元
                                             
                                    "
大众 高尔夫旅行版 2011款 1.4T 自动 舒适型,"2012年,｜,6.4万公里","
                11.58
                                                万
                ","
                                            首付3.70万
                                                    月供2765元
                                             
                                    "
荣威 350 2013款 1.5 手动  S讯驰版,"2013年,｜,5.6万公里","
                4.58
                                                万
                ","
                                            首付1.46万
                                                    月供1094元
                                             
                                    "
马自达 马自达6 2013款 2.0 自动 时尚型,"2014年,｜,8.3万公里","
                9.40
                                                万
                ","
                                            首付3.00万
                                                    月供2245元
                                             
                                    "
马自达 马自达6 2012款 2.0 自动 时尚型,"2012年,｜,6.4万公里","
                7.30
                                                万
                ","
                                            首付2.33万
                                                    月供1743元
                                             
                                    "
大众 高尔夫 2012款 1.6 自动 舒适型,"2014年,｜,4.0万公里","
                9.20
                                                万
                ","
                                            首付2.94万
                                                    月供2197元
                                             
                                    "
马自达 睿翼 2012款 2.0 自动 精英版,"2013年,｜,7.7万公里","
                8.98
                                                万
                ","
                                            首付2.87万
                                                    月供2145元
                                             
                                    "
五菱汽车 荣光 2011款 1.2 手动 基本型,"2016年,｜,2.0万公里","
                4.00
                                                万
                ","
                     
                                    "
现代 索纳塔 2011款 2.0 自动 GLX豪华版,"2012年,｜,16.4万公里","
                7.90
                                                万
                ","
                                            首付2.52万
                                                    月供1887元
                                             
                                    "
众泰 SR7 2016款 1.5T 自动 魔方之路版 国V,"2016年,｜,2.1万公里","
                6.80
                                                万
                ","
                                            首付2.17万
                                                    月供1624元
                                             
                                    "
宝马 3系 2016款 2.0T 自动 320Li时尚型,"2016年,｜,2.1万公里","
                27.80
                                                万
                ","
                                            首付8.88万
                                                    月供6639元
                                             
                                    "
江淮 瑞风S3 2014款 1.5 手动 豪华智能型,"2015年,｜,4.0万公里","
                4.80
                                                万
                ","
                                            首付1.53万
                                                    月供1146元
                                             
                                    "
宝马 X5 2014款 3.0T 自动 35i领先型,"2015年,｜,2.0万公里","
                56.50
                                                万
                ","
                                            首付18.05万
                                                    月供13493元
                                             
                                    "
别克 凯越 2011款 1.6 手动 LX,"2012年,｜,7.2万公里","
                4.10
                                                万
                ","
                                            首付1.31万
                                                    月供979元
                                             
                                    "
大众 途观 2012款 1.8T 自动 菁英版前驱,"2011年,｜,6.8万公里","
                13.98
                                                万
                ","
                                            首付4.47万
                                                    月供3339元
                                             
                                    "
马自达 马3星骋两厢 2013款 1.6 自动 精英型,"2013年,｜,6.7万公里","
                7.60
                                                万
                ","
                                            首付2.43万
                                                    月供1815元
                                             
                                    "
起亚 智跑 2015款 2.0 自动 DLX前驱,"2015年,｜,3.6万公里","
                11.50
                                                万
                ","
                                            首付3.67万
                                                    月供2746元
                                             
                                    "
大众 高尔夫 2012款 1.4T 自动 豪华型,"2013年,｜,8.8万公里","
                9.68
                                                万
                ","
                                            首付3.09万
                                                    月供2312元
                                             
                                    "
荣威 350 2011款 1.5 自动 S讯悦版,"2012年,｜,5.0万公里","
                4.80
                                                万
                ","
                                            首付1.53万
                                                    月供1146元
                                             
                                    "
日产 轩逸 2016款 1.6 自动 XL豪华版,"2018年,｜,0.7万公里","
                12.50
                                                万
                ","
                                            首付3.99万
                                                    月供2985元
                                             
                                    "
本田 飞度两厢 2016款 1.5 自动 LX舒适型,"2017年,｜,0.5万公里","
                8.18
                                                万
                ","
                                            首付2.61万
                                                    月供1953元
                                             
                                    "
大众 朗逸 2013款 1.4T 手动 舒适版,"2012年,｜,4.4万公里","
                7.88
                                                万
                ","
                                            首付2.52万
                                                    月供1882元
                                             
                                    "
大众 迈腾 2013款 2.0T 自动 尊贵型,"2013年,｜,7.7万公里","
                14.70
                                                万
                ","
                                            首付4.70万
                                                    月供3511元
                                             
                                    "
荣威 350 2014款 1.5 自动 讯悦版,"2015年,｜,2.9万公里","
                5.75
                                                万
                ","
                                            首付1.84万
                                                    月供1373元
                                             
                                    "
奇瑞 瑞虎5 2016款 2.0 自动 家悦版,"2016年,｜,2.0万公里","
                7.20
                                                万
                ","
                                            首付2.30万
                                                    月供1719元
                                             
                                    "
福特 蒙迪欧 2017款 1.5T 自动 EcoBoost180豪华型 改款,"2018年,｜,0.5万公里","
                18.58
                                                万
                ","
                                            首付5.93万
                                                    月供4437元
                                             
                                    "
标致 308S 2015款 1.2T 自动 劲驰版,"2015年,｜,7.7万公里","
                8.20
                                                万
                ","
                                            首付2.62万
                                                    月供1958元
                                             
                                    "
奥迪 Q3 2015款 2.0T 自动 35TFSI技术型四驱,"2015年,｜,4.7万公里","
                19.50
                                                万
                ","
                                            首付6.23万
                                                    月供4657元
                                             
                                    "
现代 ix35 2015款 2.0 自动 舒适型前驱 国V,"2017年,｜,0.7万公里","
                12.99
                                                万
                ","
                                            首付4.15万
                                                    月供3102元
                                             
                                    "
大众 朗逸 2013款 1.6 自动 风尚版 改款,"2017年,｜,0.9万公里","
                10.50
                                                万
                ","
                                            首付3.35万
                                                    月供2508元
                                             
                                    "
现代 瑞纳三厢 2014款 1.4 手动 GS时尚型,"2015年,｜,3.0万公里","
                4.78
                                                万
                ","
                                            首付1.53万
                                                    月供1142元
                                             
                                    "
大众 捷达 2015款 1.6 手动 质惠版舒适型,"2016年,｜,1.8万公里","
                7.30
                                                万
                ","
                                            首付2.33万
                                                    月供1743元
                                             
                                    "
别克 凯越 2015款 1.5 自动 经典型,"2016年,｜,1.6万公里","
                6.60
                                                万
                ","
                                            首付2.11万
                                                    月供1576元
                                             
                                    "
雪铁龙 爱丽舍三厢 2015款 1.6 自动 质尚版时尚型,"2015年,｜,2.7万公里","
                6.60
                                                万
                ","
                                            首付2.11万
                                                    月供1576元
                                             
                                    "
奥迪 Q5 2012款 2.0T 自动 TFSI技术型,"2012年,｜,7.9万公里","
                21.80
                                                万
                ","
                                            首付6.96万
                                                    月供5206元
                                             
                                    "
铃木 天语SX4两厢 2011款 1.6 手动 灵动型 改款,"2012年,｜,6.1万公里","
                4.38
                                                万
                ","
                                            首付1.40万
                                                    月供1046元
                                             
                                    "
奥迪 TT 2013款 2.0T 自动 45TFSI,"2013年,｜,5.1万公里","
                26.80
                                                万
                ","
                                            首付8.56万
                                                    月供6400元
                                             
                                    "
丰田 致炫 2016款 1.5 自动 E魅动版 改款,"2018年,｜,0.4万公里","
                8.50
                                                万
                ","
                                            首付2.72万
                                                    月供2030元
                                             
                                    "
大众 凌渡 2015款 1.8T 自动 330TSI豪华版,"2015年,｜,5.5万公里","
                15.38
                                                万
                ","
                                            首付4.91万
                                                    月供3673元
                                             
                                    "
别克 君威 2015款 2.0T 自动 GS豪情运动型,"2017年,｜,1.2万公里","
                15.98
                                                万
                ","
                                            首付5.10万
                                                    月供3816元
                                             
                                    "
奥迪 A6L 2012款 2.5 自动 30FSI技术型,"2013年,｜,8.3万公里","
                24.80
                                                万
                ","
                                            首付7.92万
                                                    月供5923元
                                             
                                    "
福特 翼搏 2013款 1.5 自动 风尚型,"2015年,｜,4.1万公里","
                7.38
                                                万
                ","
                                            首付2.36万
                                                    月供1762元
                                             
                                    "
宝马 X1 2013款 2.0 自动 18i时尚型后驱,"2014年,｜,6.5万公里","
                17.80
                                                万
                ","
                                            首付5.69万
                                                    月供4251元
                                             
                                    "
奥迪 A3三厢 2015款 1.8T 自动 40TFSI豪华型,"2015年,｜,2.4万公里","
                18.50
                                                万
                ","
                                            首付5.91万
                                                    月供4418元
                                             
                                    "
保时捷 718 2016款 2.0T 自动 Boxster,"2017年,｜,0.4万公里","
                68.80
                                                万
                ","
                                            首付21.98万
                                                    月供16430元
                                             
                                    "
荣威 360 2015款 1.5 自动 豪华版,"2016年,｜,7.5万公里","
                6.98
                                                万
                ","
                                            首付2.23万
                                                    月供1667元
                                             
                                    "
